5.004328,0.003277,0.008093
5.006249,0.001638,0.001296
5.003117,0.005374,0.002795
5.002103,0.003362,0.001917
5.007047,0.004352,0.007979
5.007281,0.000341,0.001785
5.002680,0.004155,0.007040
5.003585,0.004579,0.009947
5.001440,0.000905,0.004558
5.004028,0.001169,0.006158
5.005641,0.005062,0.000298
5.008822,0.006423,0.005356
5.004583,0.006366,0.009868
5.005673,0.006872,0.000210
5.002499,0.000180,0.007727
5.005644,0.004221,0.000908
5.009232,0.005127,0.003551
5.003120,0.000806,0.004192
5.002799,0.000290,0.000722
5.004888,0.001843,0.003191
5.000024,0.003444,0.005078
5.005139,0.002454,0.004213
5.008920,0.008987,0.003196
5.000128,0.002432,0.002949
5.000639,0.002328,0.006270
5.000220,0.003783,0.001700
5.001268,0.003481,0.005168
5.009910,0.005795,0.006490
5.003525,0.003807,0.000947
5.007317,0.005363,0.002456
5.002401,0.000211,0.006271
5.001385,0.004855,0.006477
5.001797,0.000405,0.009157
5.009279,0.000019,0.002350
5.007153,0.004780,0.003302
5.009240,0.009774,0.002820
5.001865,0.004087,0.008218
5.000521,0.000273,0.001421
5.004710,0.009810,0.003382
5.005496,0.007935,0.003117
5.003275,0.001092,0.009533
5.000751,0.006932,0.004657
5.003849,0.001891,0.009997
5.004680,0.007773,0.004824
5.000627,0.001313,0.005303
5.009010,0.004184,0.009374
5.002841,0.000188,0.000856
5.007798,0.008208,0.004158
5.007585,0.000314,0.005831
5.000498,0.004453,0.008363
5.004110,0.003707,0.003885
5.007051,0.005658,0.003479
5.000933,0.002213,0.005101
5.004538,0.005053,0.000099
5.006052,0.005289,0.009786
5.005733,0.001276,0.003031
5.002602,0.008174,0.005175
5.001942,0.006317,0.007078
5.005201,0.009252,0.007515
5.006986,0.003236,0.000401
5.004232,0.002769,0.008817
5.005548,0.003367,0.000488
5.000045,0.004201,0.009779
5.007789,0.009064,0.008084
5.008238,0.007702,0.001563
5.003325,0.007387,0.000740
5.003604,0.005681,0.004113
5.007606,0.007386,0.002615
5.001201,0.002360,0.005768
5.004805,0.005180,0.008001
5.001322,0.005479,0.002711
5.009161,0.003512,0.007663
5.000411,0.005810,0.003045
5.000626,0.005823,0.003203
5.004204,0.005814,0.002512
5.006370,0.003881,0.006469
5.003382,0.009045,0.006245
5.002345,0.000610,0.006750
5.002420,0.007215,0.003976
5.004001,0.007529,0.000801
5.009830,0.000325,0.003045
5.007603,0.009679,0.007196
5.005331,0.000803,0.004606
5.001479,0.000349,0.002672
5.006879,0.007277,0.004884
5.000874,0.004068,0.007820
5.007535,0.005890,0.003539
5.009571,0.005191,0.002893
5.008667,0.002356,0.002006
5.003747,0.005427,0.000676
5.005831,0.000303,0.008878
5.008011,0.007666,0.002559
5.005391,0.008227,0.003870
5.005503,0.001119,0.005425
5.008572,0.008822,0.004989
5.001462,0.004388,0.006075
5.003892,0.000150,0.001555
5.003610,0.007621,0.002374
5.008513,0.005317,0.003189
5.005158,0.003644,0.006036
5.002013,0.007463,0.006722
5.003831,0.005026,0.008437
5.005168,0.003543,0.006757
5.000872,0.008935,0.002484
5.005566,0.001674,0.007156
5.009158,0.006138,0.009660
5.003665,0.004435,0.003281
5.006452,0.001937,0.004723
5.004904,0.004107,0.002418
5.008227,0.006118,0.001581
5.004153,0.009178,0.000783
5.007728,0.009136,0.009696
5.002614,0.004760,0.009335
5.000279,0.001179,0.007884
5.004916,0.005442,0.007224
5.005081,0.007171,0.000302
5.002669,0.007565,0.007370
5.006203,0.006842,0.007092
5.001407,0.001456,0.006359
5.000150,0.005695,0.000213
5.007302,0.005260,0.002500
5.009966,0.005537,0.008522
5.006915,0.007614,0.001471
5.002352,0.007956,0.000489
5.007684,0.000166,0.007528
5.009529,0.009599,0.006724
5.003226,0.003247,0.000837
5.003747,0.006877,0.009207
5.009939,0.007548,0.002738
5.006579,0.003269,0.001562
5.005438,0.008359,0.003987
5.001317,0.000288,0.001004
5.005511,0.003869,0.001660
5.005383,0.009634,0.006789
5.005907,0.006565,0.000569
5.006387,0.002059,0.003557
5.009432,0.001097,0.005398
5.004932,0.006445,0.008387
5.006286,0.004414,0.000249
5.007597,0.002584,0.007420
5.002088,0.000861,0.009655
5.002345,0.001560,0.009709
5.005579,0.001243,0.005709
5.003127,0.003243,0.002178
5.004722,0.008810,0.001935
5.002876,0.005852,0.004929
5.005288,0.003937,0.001712
5.009508,0.004428,0.004533
5.004352,0.009025,0.000821
5.003721,0.009402,0.002534
5.004898,0.007964,0.004858
5.004216,0.006691,0.003087
5.006740,0.002124,0.005308
5.004373,0.001293,0.008945
5.007330,0.001560,0.006293
5.009576,0.009644,0.000477
5.002594,0.002306,0.000378
5.009008,0.006079,0.007775
5.008742,0.008777,0.004576
5.007025,0.006618,0.007092
5.009756,0.003349,0.008459
5.007818,0.000043,0.004997
5.003124,0.005758,0.004122
5.009455,0.009826,0.006458
5.007442,0.005907,0.008338
5.007567,0.007961,0.000847
5.003960,0.009879,0.006050
5.009105,0.007616,0.009642
5.003226,0.009680,0.006605
5.006795,0.007469,0.000803
5.001101,0.006434,0.009030
5.004233,0.009621,0.005540
5.000517,0.006028,0.006780
5.006976,0.002319,0.004654
5.002180,0.002064,0.008801
5.007493,0.007913,0.007475
5.002508,0.003318,0.007770
5.008243,0.004901,0.003108
5.004058,0.002719,0.004717
5.007852,0.000047,0.001098
5.008945,0.001647,0.008128
5.004623,0.008407,0.001827
5.004671,0.007541,0.007396
5.006139,0.002504,0.001478
5.006774,0.006827,0.007629
5.006976,0.004074,0.008028
5.003730,0.001839,0.009892
5.002554,0.008855,0.008614
5.005716,0.007605,0.002769
5.003273,0.006202,0.000415
5.002443,0.001790,0.005950
5.005891,0.006273,0.001231
