52.447174,2.798644
51.570842,4.014187
50.885637,4.051711
50.394265,3.395507
50.098664,4.122782
50.000000,4.490497
50.098664,3.702321
50.394265,3.496515
50.885637,3.479992
51.570842,3.936245
52.447174,3.585930
53.511176,3.128118
54.758647,3.834526
56.184666,3.647231
57.783604,3.396387
59.549150,3.376621
61.474338,4.500606
63.551569,3.848447
65.772645,3.771926
68.128801,3.740180
70.610737,3.065117
73.208660,3.639674
75.912316,3.786205
78.711035,3.123304
81.593772,3.352552
84.549150,3.535771
87.565506,3.954156
90.630934,3.815200
93.733338,3.898822
96.860474,5.194645
100.000000,4.353786
103.139526,3.500887
106.266662,3.870265
109.369066,4.622373
112.434494,5.340297
115.450850,4.654712
118.406228,4.089006
121.288965,3.575515
124.087684,3.634148
126.791340,3.286140
129.389263,4.031197
131.871199,3.781583
134.227355,3.494937
136.448431,3.522846
138.525662,3.397683
140.450850,4.223021
142.216396,3.561881
143.815334,3.553727
145.241353,3.838906
146.488824,3.394747
147.552826,3.547804
148.429158,3.221030
149.114363,3.164598
149.605735,2.990037
149.901336,3.142481
150.000000,3.151141
149.901336,3.682263
149.605735,3.242541
149.114363,2.859860
148.429158,3.307492
147.552826,3.053533
146.488824,3.168373
145.241353,3.606682
143.815334,2.821463
142.216396,3.767866
140.450850,3.698557
138.525662,2.969532
136.448431,3.538869
134.227355,3.844540
131.871199,3.683810
129.389263,3.904203
126.791340,3.380441
124.087684,2.426115
121.288965,2.514968
118.406228,3.141096
115.450850,4.372579
112.434494,3.267032
109.369066,3.216070
106.266662,2.955060
103.139526,5.256887
100.000000,4.185865
96.860474,4.047953
93.733338,4.418828
90.630934,3.934013
87.565506,3.734413
84.549150,3.842642
81.593772,3.234617
78.711035,3.278430
75.912316,3.705193
73.208660,3.260384
70.610737,3.394363
68.128801,3.361899
65.772645,3.482964
63.551569,3.365011
61.474338,3.504741
59.549150,3.654507
57.783604,3.235892
56.184666,2.741157
54.758647,3.236899
53.511176,3.027164
52.447174,2.798644
51.570842,4.014187
50.885637,4.051711
50.394265,3.395507
50.098664,4.122782
50.000000,4.490497
50.098664,3.702321
50.394265,3.496515
50.885637,3.479992
51.570842,3.936245
52.447174,3.585930
53.511176,3.128118
54.758647,3.834526
56.184666,3.647231
57.783604,3.396387
59.549150,3.376621
61.474338,4.500606
63.551569,3.848447
65.772645,3.771926
68.128801,3.740180
70.610737,3.065117
73.208660,3.639674
75.912316,3.786205
78.711035,3.123304
81.593772,3.352552
84.549150,3.535771
87.565506,3.954156
90.630934,3.815200
93.733338,3.898822
96.860474,5.194645
100.000000,4.353786
103.139526,3.500887
106.266662,3.870265
109.369066,4.622373
112.434494,5.340297
115.450850,4.654712
118.406228,4.089006
121.288965,3.575515
124.087684,3.634148
126.791340,3.286140
129.389263,4.031197
131.871199,3.781583
134.227355,3.494937
136.448431,3.522846
138.525662,3.397683
140.450850,4.223021
142.216396,3.561881
143.815334,3.553727
145.241353,3.838906
146.488824,3.394747
147.552826,3.547804
148.429158,3.221030
149.114363,3.164598
149.605735,2.990037
149.901336,3.142481
150.000000,3.151141
149.901336,3.682263
149.605735,3.242541
149.114363,2.859860
148.429158,3.307492
147.552826,3.053533
146.488824,3.168373
145.241353,3.606682
143.815334,2.821463
142.216396,3.767866
140.450850,3.698557
138.525662,2.969532
136.448431,3.538869
134.227355,3.844540
131.871199,3.683810
129.389263,3.904203
126.791340,3.380441
124.087684,2.426115
121.288965,2.514968
118.406228,3.141096
115.450850,4.372579
112.434494,3.267032
109.369066,3.216070
106.266662,2.955060
103.139526,5.256887
100.000000,4.185865
96.860474,4.047953
93.733338,4.418828
90.630934,3.934013
87.565506,3.734413
84.549150,3.842642
81.593772,3.234617
78.711035,3.278430
75.912316,3.705193
73.208660,3.260384
70.610737,3.394363
68.128801,3.361899
65.772645,3.482964
63.551569,3.365011
61.474338,3.504741
59.549150,3.654507
57.783604,3.235892
56.184666,2.741157
54.758647,3.236899
53.511176,3.027164
52.447174,2.798644
51.570842,4.014187
50.885637,4.051711
50.394265,3.395507
50.098664,4.122782
50.000000,4.490497
50.098664,3.702321
50.394265,3.496515
50.885637,3.479992
51.570842,3.936245
52.447174,3.585930
53.511176,3.128118
54.758647,3.834526
56.184666,3.647231
57.783604,3.396387
59.549150,3.376621
61.474338,4.500606
63.551569,3.848447
65.772645,3.771926
68.128801,3.740180
70.610737,3.065117
73.208660,3.639674
75.912316,3.786205
78.711035,3.123304
81.593772,3.352552
84.549150,3.535771
87.565506,3.954156
90.630934,3.815200
93.733338,3.898822
96.860474,5.194645
100.000000,4.353786
103.139526,3.500887
106.266662,3.870265
109.369066,4.622373
112.434494,5.340297
80.000000,27.259267
80.000000,20.791617
80.000000,4.638478
80.000000,2.874270
80.000000,2.441448
80.000000,2.228995
80.000000,2.109700
80.000000,2.061509
80.000000,2.042594
80.000000,2.021271
80.000000,1.992712
80.000000,1.956542
80.000000,1.918206
80.000000,1.879082
80.000000,1.839757
80.000000,1.803249
80.000000,1.769124
80.000000,1.736228
80.000000,1.704964
80.000000,1.675197
80.000000,1.646807
149.901336,69.172073
149.605735,32.588472
149.114363,3.095422
148.429158,3.274135
147.552826,2.980181
146.488824,3.027939
145.241353,3.320423
143.815334,2.751527
142.216396,3.627205
140.450850,3.562465
138.525662,2.634365
136.448431,3.111212
134.227355,3.371083
131.871199,3.342927
129.389263,3.403373
126.791340,3.100993
124.087684,2.325700
121.288965,2.389835
118.406228,3.037919
115.450850,4.371771
112.434494,3.141506
109.369066,3.066455
106.266662,2.916336
103.139526,4.594026
100.000000,4.137972
96.860474,3.979483
93.733338,4.352881
90.630934,4.181850
87.565506,4.111549
84.549150,4.212898
81.593772,4.623241
78.711035,6.031565
75.912316,9.449405
73.208660,4.776565
70.610737,4.243409
68.128801,4.136312
65.772645,3.997616
63.551569,3.664423
61.474338,3.707783
59.549150,3.898709
57.783604,3.465187
56.184666,2.805555
54.758647,3.364209
53.511176,3.248396
52.447174,2.891231
51.570842,4.095690
50.885637,4.125839
50.394265,3.475508
50.098664,4.250863
50.000000,4.611301
50.098664,3.809222
50.394265,3.614200
50.885637,3.577800
51.570842,3.956440
52.447174,3.629244
53.511176,3.173841
54.758647,3.855517
56.184666,3.730435
57.783604,3.450520
59.549150,3.486218
61.474338,4.651748
63.551569,4.036087
65.772645,4.037310
68.128801,4.071148
70.610737,3.227357
73.208660,3.932071
75.912316,4.597738
78.711035,4.107249
81.593772,4.213783
84.549150,5.401622
87.565506,6.091478
90.630934,4.720270
93.733338,4.451947
96.860474,5.581730
100.000000,4.406760
103.139526,3.579511
106.266662,3.844671
109.369066,4.702240
112.434494,5.137381
115.450850,5.390325
118.406228,4.730893
121.288965,4.122859
124.087684,4.372644
126.791340,3.569536
129.389263,5.174675
131.871199,4.243150
134.227355,3.900281
136.448431,4.060786
138.525662,3.888049
140.450850,5.023702
142.216396,4.195567
143.815334,4.206807
145.241353,4.429359
146.488824,3.839212
147.552826,3.853793
148.429158,3.748974
149.114363,3.839968
149.605735,3.647210
149.901336,3.740982
150.000000,3.684235
149.901336,4.102818
149.605735,3.564962
149.114363,3.095422
148.429158,3.274135
147.552826,2.980181
146.488824,3.027939
145.241353,3.320423
143.815334,2.751527
142.216396,3.627205
140.450850,3.562465
138.525662,2.634365
136.448431,3.111212
134.227355,3.371083
131.871199,3.342927
129.389263,3.403373
126.791340,3.100993
124.087684,2.325700
121.288965,2.389835
118.406228,3.042919
115.450850,4.371771
112.434494,3.141506
109.369066,3.066455
106.266662,2.916336
103.139526,4.594026
100.000000,4.137972
96.860474,3.979483
93.733338,4.352881
90.630934,4.181850
87.565506,4.111549
84.549150,4.212898
81.593772,4.360741
78.711035,5.956565
75.912316,9.199405
73.208660,4.776565
70.610737,4.243409
68.128801,4.136312
65.772645,3.997616
63.551569,3.664423
61.474338,3.707783
59.549150,3.898709
57.783604,3.465187
56.184666,2.805555
54.758647,3.364209
53.511176,3.248396
52.447174,2.891231
51.570842,4.095690
50.885637,4.125839
50.394265,3.475508
50.098664,4.250863
50.000000,4.611301
50.098664,3.809222
50.394265,3.614200
50.885637,3.577800
51.570842,3.956440
52.447174,3.629244
53.511176,3.173841
54.758647,3.855517
56.184666,3.730435
57.783604,3.450520
59.549150,3.486218
61.474338,4.651748
63.551569,4.036087
65.772645,4.037310
68.128801,4.071148
70.610737,3.227357
73.208660,3.932071
75.912316,4.597738
78.711035,4.107249
81.593772,4.213783
84.549150,5.377872
87.565506,6.075644
90.630934,4.720270
93.733338,4.451947
96.860474,5.581730
100.000000,4.406760
103.139526,3.579511
106.266662,3.844671
109.369066,4.702240
112.434494,5.137381
115.450850,5.390325
118.406228,4.730893
121.288965,4.122859
124.087684,4.372644
126.791340,3.569536
129.389263,5.150491
131.871199,4.215694
134.227355,3.900281
136.448431,4.054137
138.525662,3.880681
140.450850,5.023702
142.216396,4.194004
143.815334,4.206807
145.241353,4.416859
146.488824,3.839212
147.552826,3.842404
148.429158,3.748974
149.114363,3.839968
149.605735,3.647210
149.901336,3.734599
150.000000,3.684235
149.901336,4.092818
149.605735,3.564962
149.114363,3.095422
148.429158,3.274135
147.552826,2.980181
146.488824,3.027939
145.241353,3.320423
143.815334,2.751527
142.216396,3.627205
140.450850,3.562465
138.525662,2.634365
136.448431,3.111212
134.227355,3.371083
131.871199,3.342927
129.389263,3.403373
126.791340,3.100993
124.087684,2.325700
121.288965,2.389835
118.406228,3.042919
115.450850,4.371771
112.434494,3.141506
109.369066,3.066455
106.266662,2.916336
103.139526,4.594026
100.000000,4.137972
96.860474,3.979483
93.733338,4.352881
90.630934,4.181850
87.565506,4.111549
84.549150,4.212898
81.593772,4.273241
78.711035,5.923232
75.912316,9.074405
73.208660,4.776565
70.610737,4.243409
68.128801,4.136312
65.772645,3.994644
63.551569,3.648533
61.474338,3.682954
59.549150,3.863694
57.783604,3.414015
56.184666,2.790317
54.758647,3.329798
53.511176,3.163143
52.447174,2.853019
51.570842,4.055746
50.885637,4.083338
50.394265,3.430198
50.098664,4.165453
50.000000,4.524298
50.098664,3.728838
50.394265,3.519042
50.885637,3.495457
51.570842,3.938614
52.447174,3.589060
53.511176,3.128312
54.758647,3.835359
56.184666,3.647231
57.783604,3.396387
59.549150,3.376621
61.474338,4.500606
63.551569,3.848447
65.772645,3.771926
68.128801,3.740180
70.610737,3.065117
73.208660,3.639674
75.912316,3.786205
78.711035,3.123304
81.593772,3.352552
84.549150,3.535771
87.565506,3.954156
90.630934,3.815200
93.733338,3.898822
96.860474,5.194645
100.000000,4.353786
103.139526,3.500887
106.266662,3.870265
109.369066,4.622373
112.434494,5.340297
115.450850,4.654712
118.406228,4.089006
121.288965,3.575515
124.087684,3.634148
126.791340,3.286140
129.389263,4.031197
131.871199,3.781583
134.227355,3.494937
136.448431,3.522846
138.525662,3.397683
140.450850,4.223021
142.216396,3.561881
143.815334,3.553727
145.241353,3.838906
146.488824,3.394747
147.552826,3.547804
148.429158,3.221030
149.114363,3.164598
149.605735,2.990037
149.901336,3.142481
150.000000,3.151141
149.901336,3.682263
149.605735,3.242541
149.114363,2.859860
148.429158,3.307492
147.552826,3.053533
146.488824,3.168373
145.241353,3.606682
143.815334,2.821463
142.216396,3.767866
140.450850,3.698557
138.525662,2.969532
136.448431,3.538869
134.227355,3.844540
131.871199,3.683810
